"Protein.identifier"	"Contig.id"	"Start"	"Stop"	"Strand"	"Gene.symbol"	"Sequence.name"	"Scope"	"Element.type"	"Element.subtype"	"Class"	"Subclass"	"Method"	"Target.length"	"Reference.sequence.length"	"X..Coverage.of.reference.sequence"	"X..Identity.to.reference.sequence"	"Alignment.length"	"Accession.of.closest.sequence"	"Name.of.closest.sequence"	"HMM.id"	"HMM.description"	"ID"
"501"	"DAOHKCCM_04274"	16	63497	64147	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"NDSU19"
"502"	"DAOHKCCM_04287"	17	1133	1369	"-"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	78	78	100	97.44	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"NDSU19"
"503"	"DAOHKCCM_04288"	17	1366	1731	"-"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	121	121	100	100	121	"AAA88370.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"NDSU19"
"504"	"DAOHKCCM_04289"	17	1843	2481	"-"	"merB"	"organomercurial lyase MerB"	"plus"	"STRESS"	"METAL"	"MERCURY"	"ORGANOMERCURY"	"EXACTP"	212	212	100	100	212	"AAA88369.1"	"organomercurial lyase MerB"	"NF033555.1"	"organomercurial lyase MerB"	"NDSU19"
"505"	"DAOHKCCM_04290"	17	2496	4181	"-"	"merA"	"mercury(II) reductase"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	561	561	100	92.69	561	"ACU65296.1"	"mercury(II) reductase"	"TIGR02053.1"	"mercury(II) reductase"	"NDSU19"
"506"	"DAOHKCCM_04291"	17	4253	4528	"-"	"merP"	"mercury resistance system periplasmic binding protein MerP"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	91	91	100	100	91	"AAA98223.1"	"mercury resistance system periplasmic binding protein MerP"	"TIGR02052.1"	"mercury resistance system periplasmic binding protein MerP"	"NDSU19"
"507"	"DAOHKCCM_04292"	17	4544	4894	"-"	"merT"	"mercuric transport protein MerT"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	116	116	100	100	116	"AAA98222.1"	"mercuric transport protein MerT"	NA	NA	"NDSU19"
"508"	"DAOHKCCM_04293"	17	4966	5400	"+"	"merR"	"mercury resistance transcriptional regulator MerR"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	144	144	100	100	144	"AAA98221.1"	"mercury resistance transcriptional regulator MerR"	"NF010315.0"	"mercury resistance transcriptional regulator MerR"	"NDSU19"
"509"	"DAOHKCCM_04527"	22	569	1714	"-"	"blaCMY-2"	"extended-spectrum class C beta-lactamase CMY-2"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEP"	381	381	100	100	381	"WP_000976514.1"	"extended-spectrum class C beta-lactamase CMY-2"	"NF000191.1"	"CMY-2 family class C beta-lactamase"	"NDSU19"
"510"	"DAOHKCCM_04564"	22	30055	30870	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NDSU19"
"511"	"DAOHKCCM_04565"	22	30931	31734	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NF032895.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NDSU19"
"512"	"DAOHKCCM_04566"	22	31734	32570	"+"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"NF012171.0"	"APH(6)-I family aminoglycoside O-phosphotransferase"	"NDSU19"
"513"	"DAOHKCCM_04569"	22	33906	35105	"+"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTP"	399	399	100	100	399	"WP_000804063.1"	"tetracycline efflux MFS transporter Tet(A)"	"NF012193.0"	"tetracycline efflux MFS transporter Tet(A)"	"NDSU19"
"514"	"DAOHKCCM_04572"	22	35705	36919	"-"	"floR"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL/FLORFENICOL"	"BLASTP"	404	404	100	99.5	404	"WP_000214119.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"NF000219.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"NDSU19"
"515"	NA	25	14072	14755	"-"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"NDSU19"
"516"	"DAOHKCCM_04692"	25	30172	30705	"-"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"NDSU19"
"517"	"DOFDOFMO_00265"	1	253112	253576	"-"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"NDSU2"
"518"	"DOFDOFMO_00266"	1	253573	255876	"-"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"NDSU2"
"519"	"DOFDOFMO_00267"	1	256153	257379	"+"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"NDSU2"
"520"	"DOFDOFMO_00268"	1	257376	260543	"+"	"mdsB"	"multidrug efflux RND transporter permease subunit MdsB"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	1055	1055	100	99.43	1055	"AAL19305.1"	"multidrug efflux RND transporter permease subunit MdsB"	NA	NA	"NDSU2"
"521"	"DOFDOFMO_01425"	7	62280	64472	"-"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"NDSU2"
"522"	"DOFDOFMO_01714"	9	68740	68988	"+"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"NDSU2"
"523"	"DOFDOFMO_01792"	10	20039	22675	"-"	"gyrA_D87N"	"Salmonella quinolone resistant GyrA"	"core"	"AMR"	"POINT"	"QUINOLONE"	"QUINOLONE"	"POINTP"	878	878	100	99.77	878	"WP_001281271.1"	"DNA gyrase subunit A GyrA"	NA	NA	"NDSU2"
"524"	"DOFDOFMO_01940"	11	70119	70817	"-"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"NDSU2"
"525"	"DOFDOFMO_02840"	21	4489	6546	"+"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"NDSU2"
"526"	"DOFDOFMO_02871"	21	34181	35017	"+"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"NDSU2"
"527"	"DOFDOFMO_03229"	26	47298	47732	"-"	"merR"	"mercury resistance transcriptional regulator MerR"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	144	144	100	100	144	"AAA98221.1"	"mercury resistance transcriptional regulator MerR"	"NF010315.0"	"mercury resistance transcriptional regulator MerR"	"NDSU2"
"528"	"DOFDOFMO_03230"	26	47804	48154	"+"	"merT"	"mercuric transport protein MerT"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	116	116	100	100	116	"AAA98222.1"	"mercuric transport protein MerT"	NA	NA	"NDSU2"
"529"	"DOFDOFMO_03231"	26	48170	48445	"+"	"merP"	"mercury resistance system periplasmic binding protein MerP"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	91	91	100	100	91	"AAA98223.1"	"mercury resistance system periplasmic binding protein MerP"	"TIGR02052.1"	"mercury resistance system periplasmic binding protein MerP"	"NDSU2"
"530"	"DOFDOFMO_03232"	26	48517	50202	"+"	"merA"	"mercury(II) reductase"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	561	561	100	92.69	561	"ACU65296.1"	"mercury(II) reductase"	"TIGR02053.1"	"mercury(II) reductase"	"NDSU2"
"531"	"DOFDOFMO_03233"	26	50217	50855	"+"	"merB"	"organomercurial lyase MerB"	"plus"	"STRESS"	"METAL"	"MERCURY"	"ORGANOMERCURY"	"BLASTP"	212	212	100	99.53	212	"AAA88369.1"	"organomercurial lyase MerB"	"NF033555.1"	"organomercurial lyase MerB"	"NDSU2"
"532"	"DOFDOFMO_03234"	26	50967	51332	"+"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	121	121	100	100	121	"AAA88370.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"NDSU2"
"533"	"DOFDOFMO_03235"	26	51329	51565	"+"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	78	78	100	97.44	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"NDSU2"
"534"	"DOFDOFMO_03295"	28	884	1999	"+"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.25	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"NDSU2"
"535"	"DOFDOFMO_03296"	28	2080	5736	"+"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"NDSU2"
"536"	"DOFDOFMO_03772"	39	4849	5856	"+"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"NDSU2"
"537"	"DOFDOFMO_03930"	42	11872	12405	"+"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"NDSU2"
"538"	NA	42	27822	28505	"+"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"NDSU2"
"539"	"DOFDOFMO_04239"	50	569	1714	"-"	"blaCMY-2"	"extended-spectrum class C beta-lactamase CMY-2"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEP"	381	381	100	100	381	"WP_000976514.1"	"extended-spectrum class C beta-lactamase CMY-2"	"NF000191.1"	"CMY-2 family class C beta-lactamase"	"NDSU2"
"540"	"DOFDOFMO_04276"	50	30055	30870	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NDSU2"
"541"	"DOFDOFMO_04277"	50	30931	31734	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NF032895.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NDSU2"
"542"	"DOFDOFMO_04278"	50	31734	32570	"+"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"NF012171.0"	"APH(6)-I family aminoglycoside O-phosphotransferase"	"NDSU2"
"543"	"DOFDOFMO_04281"	50	33906	35105	"+"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTP"	399	399	100	100	399	"WP_000804063.1"	"tetracycline efflux MFS transporter Tet(A)"	"NF012193.0"	"tetracycline efflux MFS transporter Tet(A)"	"NDSU2"
"544"	"DOFDOFMO_04635"	64	7493	8143	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"NDSU2"
"545"	"CFFCAIFL_00042"	1	39380	40216	"-"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"NDSU20"
"546"	"CFFCAIFL_00073"	1	67851	69908	"-"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"NDSU20"
"547"	"CFFCAIFL_01170"	3	226465	227163	"-"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"NDSU20"
"548"	"CFFCAIFL_01614"	4	302395	304587	"-"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"NDSU20"
"549"	"CFFCAIFL_03537"	13	48654	52310	"-"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"NDSU20"
"550"	"CFFCAIFL_03538"	13	52391	53506	"-"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"NDSU20"
"551"	"CFFCAIFL_03940"	17	23757	26924	"-"	"mdsB"	"multidrug efflux RND transporter permease subunit MdsB"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	1055	1055	100	99.43	1055	"AAL19305.1"	"multidrug efflux RND transporter permease subunit MdsB"	NA	NA	"NDSU20"
"552"	"CFFCAIFL_03941"	17	26921	28147	"-"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"NDSU20"
"553"	"CFFCAIFL_03942"	17	28424	30727	"+"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"NDSU20"
"554"	"CFFCAIFL_03943"	17	30724	31188	"+"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"NDSU20"
"555"	"CFFCAIFL_04156"	20	18625	19275	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"NDSU20"
"556"	"CFFCAIFL_04346"	22	47218	47652	"-"	"merR"	"mercury resistance transcriptional regulator MerR"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	144	144	100	100	144	"AAA98221.1"	"mercury resistance transcriptional regulator MerR"	"NF010315.0"	"mercury resistance transcriptional regulator MerR"	"NDSU20"
"557"	"CFFCAIFL_04347"	22	47724	48074	"+"	"merT"	"mercuric transport protein MerT"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	116	116	100	100	116	"AAA98222.1"	"mercuric transport protein MerT"	NA	NA	"NDSU20"
"558"	"CFFCAIFL_04348"	22	48090	48365	"+"	"merP"	"mercury resistance system periplasmic binding protein MerP"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	91	91	100	100	91	"AAA98223.1"	"mercury resistance system periplasmic binding protein MerP"	"TIGR02052.1"	"mercury resistance system periplasmic binding protein MerP"	"NDSU20"
"559"	"CFFCAIFL_04349"	22	48437	50122	"+"	"merA"	"mercury(II) reductase"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	561	561	100	92.69	561	"ACU65296.1"	"mercury(II) reductase"	"TIGR02053.1"	"mercury(II) reductase"	"NDSU20"
"560"	"CFFCAIFL_04350"	22	50137	50775	"+"	"merB"	"organomercurial lyase MerB"	"plus"	"STRESS"	"METAL"	"MERCURY"	"ORGANOMERCURY"	"EXACTP"	212	212	100	100	212	"AAA88369.1"	"organomercurial lyase MerB"	"NF033555.1"	"organomercurial lyase MerB"	"NDSU20"
"561"	"CFFCAIFL_04351"	22	50887	51252	"+"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	121	121	100	100	121	"AAA88370.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"NDSU20"
"562"	"CFFCAIFL_04352"	22	51249	51485	"+"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	78	78	100	97.44	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"NDSU20"
"563"	"CFFCAIFL_04448"	25	7414	7947	"+"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"NDSU20"
"564"	NA	25	23364	24047	"+"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"NDSU20"
"565"	"CFFCAIFL_04540"	27	11422	11670	"+"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"NDSU20"
"566"	NA	28	3	1166	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"BLASTX"	388	399	97.24	100	388	"WP_000804063.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA	"NDSU20"
"567"	"CFFCAIFL_04565"	28	2502	3338	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"NF012171.0"	"APH(6)-I family aminoglycoside O-phosphotransferase"	"NDSU20"
"568"	"CFFCAIFL_04566"	28	3338	4141	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NF032895.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NDSU20"
"569"	"CFFCAIFL_04567"	28	4202	5017	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NDSU20"
"570"	"CFFCAIFL_04604"	28	33358	34503	"+"	"blaCMY-2"	"extended-spectrum class C beta-lactamase CMY-2"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEP"	381	381	100	100	381	"WP_000976514.1"	"extended-spectrum class C beta-lactamase CMY-2"	"NF000191.1"	"CMY-2 family class C beta-lactamase"	"NDSU20"
"571"	"CFFCAIFL_04752"	36	48	824	"+"	"blaTEM"	"TEM family class A beta-lactamase"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"BLASTP"	258	286	90.21	99.61	258	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	"NF033103.1"	"class A beta-lactamase"	"NDSU20"
"572"	"CFFCAIFL_04754"	36	1500	1862	"+"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"HMM"	120	121	100	82.64	121	"AAC38221.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"NDSU20"
"573"	"CFFCAIFL_04755"	36	1859	2095	"+"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"HMM"	78	78	100	78.21	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"NDSU20"
"574"	"CFFCAIFL_04759"	37	2437	3651	"+"	"floR"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL/FLORFENICOL"	"BLASTP"	404	404	100	99.26	404	"WP_000214119.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"NF000219.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"NDSU20"
"575"	"JOLBHIGI_00363"	1	351771	352019	"-"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"NDSU21"
"576"	"JOLBHIGI_00825"	2	80300	81415	"+"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"NDSU21"
"577"	"JOLBHIGI_00826"	2	81496	85152	"+"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"NDSU21"
"578"	"JOLBHIGI_00921"	2	173579	174415	"-"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"NDSU21"
"579"	"JOLBHIGI_00952"	2	202050	204107	"-"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"NDSU21"
"580"	"JOLBHIGI_02052"	4	226663	227361	"-"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"NDSU21"
"581"	"JOLBHIGI_02449"	5	222755	223219	"-"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"NDSU21"
